"Name","X","Y","Total.capacity..m3.per.h.","Number.of.pumps","Individual.capacity..m3.per.h.","Pump.type","name.water.body","Discharge.into.freshwater.or.estuary.sea","Longitude","Latitude"
"Baudouin",26824,194767,2700,1,2700,"centrifugal","Ringsloot","freshwater",2.61197843955784,51.0499589753278
"Volvo",109709,198116,2040,1,1020,"Archimedes screw","Westlede","freshwater",3.79364660032246,51.091752034037
"Volvo",109709,198116,2040,1,1020,"Archimedes screw","Westlede","freshwater",3.79364660032246,51.091752034037
"Rodenhuyze",109685,202997,4500,1,1500,"axial flow-closed","Moervaart","freshwater",3.79276424713157,51.1356231303066
"Rodenhuyze",109685,202997,4500,1,1500,"axial flow-closed","Moervaart","freshwater",3.79276424713157,51.1356231303066
"Rodenhuyze",109685,202997,4500,1,1500,"axial flow-closed","Moervaart","freshwater",3.79276424713157,51.1356231303066
"Lange Kromme",112401,204190,4500,1,1500,"axial flow-open","Zuidlede","freshwater",3.8314439595956,51.1465290915153
"Lange Kromme",112401,204190,4500,1,1500,"axial flow-open","Zuidlede","freshwater",3.8314439595956,51.1465290915153
"Lange Kromme",112401,204190,4500,1,1500,"axial flow-open","Zuidlede","freshwater",3.8314439595956,51.1465290915153
"Sint-Kruis-Winkel",111915,204453,2160,1,1080,"axial flow-open","Moervaart","freshwater",3.82447145400828,51.1488612648178
"Sint-Kruis-Winkel",111915,204453,2160,1,1080,"axial flow-open","Moervaart","freshwater",3.82447145400828,51.1488612648178
"Langelede",113980,206180,3900,1,1500,"axial flow-vertical","Moervaart","freshwater",3.8538111456356,51.1645164142567
"Langelede",113980,206180,3900,1,1500,"axial flow-vertical","Moervaart","freshwater",3.8538111456356,51.1645164142567
"Langelede",113980,206180,3900,1,900,"axial flow-vertical","Moervaart","freshwater",3.8538111456356,51.1645164142567
"Sint-Francispolder",113395,211564,900,1,900,"Archimedes screw","NEDERLAND","freshwater / Netherlands",3.84490589793928,51.2128725769229
"Sint-Elooi",114535,211376,1020,1,1020,"Archimedes screw","NEDERLAND","freshwater / Netherlands",3.86123821318677,51.2112538631241
"Kalve Brug",116224,206348,4800,1,2400,"axial flow-open","Moervaart","freshwater",3.88587508362077,51.1661618003056
"Kalve Brug",116224,206348,4800,1,2400,"axial flow-open","Moervaart","freshwater",3.88587508362077,51.1661618003056
"Kalve Terwest",116953,206574,1800,1,900,"axial flow-vertical","Moervaart","freshwater",3.89627649083539,51.1682352689213
"Kalve Terwest",116953,206574,1800,1,900,"axial flow-vertical","Moervaart","freshwater",3.89627649083539,51.1682352689213
"Lege Zijde",119969,204629,2400,1,1200,"axial flow-open","Zuidlede","freshwater",3.9395564044343,51.1509171155625
"Lege Zijde",119969,204629,2400,1,1200,"axial flow-open","Zuidlede","freshwater",3.9395564044343,51.1509171155625
"Ondergemaal Zaffelare",114468,203047,0,1,NA,"Archimedes screw","Zaffelaarsvaardeken","freshwater",3.86109323293768,51.1363858726843
"Ondergemaal Zaffelare",114468,203047,0,1,NA,"Archimedes screw","Zaffelaarsvaardeken","freshwater",3.86109323293768,51.1363858726843
"Stenen Brug",117373,204339,2400,1,2400,"Archimedes screw","Zuidlede","freshwater",3.9024815280153,51.148169972566
"Valleien van Zuidlede en Moervaart",120592,204739,6000,1,2400,"centrifugal","Zuidlede","freshwater",3.94845118851358,51.1519378294469
"Valleien van Zuidlede en Moervaart",120592,204739,6000,1,1800,"axial flow-open","Zuidlede","freshwater",3.94845118851358,51.1519378294469
"Valleien van Zuidlede en Moervaart",120592,204739,6000,1,1800,"axial flow-open","Zuidlede","freshwater",3.94845118851358,51.1519378294469
"Bosdam A",116564,204077,3000,1,3000,"centrifugal","Zuidlede","freshwater",3.89094441485843,51.1457688355527
"Bosdam B",116603,204097,3000,1,1500,"axial flow-vertical","Zuidlede","freshwater",3.8914998889973,51.1459508559436
"Bosdam B",116603,204097,3000,1,1500,"axial flow-vertical","Zuidlede","freshwater",3.8914998889973,51.1459508559436
"Weehaege",122698,202202,11400,1,6000,"axial flow-vertical","Durme","freshwater",3.97874014326069,51.1292370510098
"Weehaege",122698,202202,11400,1,3000,"axial flow-vertical","Durme","freshwater",3.97874014326069,51.1292370510098
"Weehaege",122698,202202,11400,1,2400,"axial flow-vertical","Durme","freshwater",3.97874014326069,51.1292370510098
"Gemalen van de Ledebeek",124847,198678,13200,1,3600,"Archimedes screw","Durme","estuary",4.00968165030225,51.0976583574986
"Gemalen van de Ledebeek",124847,198678,13200,1,3600,"Archimedes screw","Durme","estuary",4.00968165030225,51.0976583574986
"Gemalen van de Ledebeek",124847,198678,13200,1,1500,"Archimedes screw","Durme","estuary",4.00968165030225,51.0976583574986
"Gemalen van de Ledebeek",124847,198678,13200,1,1500,"Archimedes screw","Durme","estuary",4.00968165030225,51.0976583574986
"Gemalen van de Ledebeek",124847,198678,13200,1,1500,"Archimedes screw","Durme","estuary",4.00968165030225,51.0976583574986
"Gemalen van de Ledebeek",124847,198678,13200,1,1500,"Archimedes screw","Durme","estuary",4.00968165030225,51.0976583574986
"Etbos",118364,204367,517,1,517,"submersible pump","Zuidlede","freshwater",3.91664120460288,51.1484766538107
"Destelbergen",110541,196052,1590,1,795,"Archimedes screw","Zuidlede","freshwater",3.80574512650942,51.0732568411634
"Destelbergen",110541,196052,1590,1,795,"Archimedes screw","Zuidlede","freshwater",3.80574512650942,51.0732568411634
"Vispoelbeek",119239,197088,375,1,375,"submersible pump","Vispoelbeek","freshwater",3.92975972985103,51.0830959016439
"De Wilde Speele",114489,204304,120,1,120,"submersible pump","Zuidlede","freshwater",3.86127068492044,51.1476856385788
"Spletteren",123020,203726,3720,1,2400,"centrifugal","Moervaart","freshwater",3.98322708268093,51.1429506945933
"Spletteren",123020,203726,3720,1,1320,"axial flow-vertical","Moervaart","freshwater",3.98322708268093,51.1429506945933
"Bulskamp Nieuwegracht",29104,193974,6000,1,3000,"axial flow-open","Bergenvaart","freshwater",2.64474721701111,51.0433128315503
"Bulskamp Nieuwegracht",29104,193974,6000,1,3000,"axial flow-open","Bergenvaart","freshwater",2.64474721701111,51.0433128315503
"Steenkerke Kortewilde",31668,194913,4320,1,2160,"Archimedes screw","Lokanaal en Steengracht","freshwater",2.68099361168791,51.0522804805384
"Steenkerke Kortewilde",31668,194913,4320,1,2160,"Archimedes screw","Lokanaal en Steengracht","freshwater",2.68099361168791,51.0522804805384
"Houtem Westmoere",24671,189919,1320,1,660,"axial flow-open","Bergenvaart","freshwater",2.5829453746366,51.0059311582073
"Houtem Westmoere",24671,189919,1320,1,660,"axial flow-open","Bergenvaart","freshwater",2.5829453746366,51.0059311582073
"Veurne Moerhol",26738,195353,462,1,462,"Archimedes screw","VHAG 1295","freshwater",2.61055454969113,51.0552067323181
"Lo Fintele",35324,184335,5400,1,2700,"Archimedes screw","Lokanaal","freshwater",2.73643661929408,50.9579520706239
"Lo Fintele",35324,184335,5400,1,2700,"Archimedes screw","Lokanaal","freshwater",2.73643661929408,50.9579520706239
"Lo Lolege",35610,188162,1188,1,1188,"Archimedes screw","Lokanaal","freshwater",2.73931155541756,50.9924017738049
"Wulveringem",33173,193758,540,1,540,"axial flow-open","VHAG 1219","freshwater",2.70282148009577,51.0422062423629
"Wulpen Veldweg 1",35433,200846,72,1,72,"axial flow-open","Bommelarevaart",NA,2.73281260727789,51.1063551104927
"Wulpen Veldweg 2",35413,200780,72,1,72,"axial flow-open","Bommelarevaart","freshwater",2.7325478677668,51.1057580360752
"Wulpen Weidestraat",34437,199273,240,1,240,"axial flow-open","Bommelarevaart","freshwater",2.71909375736383,51.0920212117655
"Veurne Calonnegracht",29540,196223,72,1,72,"axial flow-open","Bergenvaart","freshwater",2.65022061766287,51.0636143363331
"Houtem 100 gemete",25203,191790,432,1,432,"axial flow-open","Ringsloot","freshwater",2.58988459745019,51.0228595779662
"Ramskapelle",38225,202780,432,1,432,"Archimedes screw","Grote Beverdijkvaart","freshwater",2.77207465753048,51.1242812527287
"Sint-Onolfs I",130864,192033,3600,1,1800,"axial flow-open","Zeeschelde","estuary",4.09592474526378,51.0381573304214
"Sint-Onolfs I",130864,192033,3600,1,1800,"axial flow-open","Zeeschelde","estuary",4.09592474526378,51.0381573304214
"Sint-Onolfs II",129690,193247,3600,1,1800,"submersible pump","Zeeschelde","estuary",4.07911932436341,51.0490299880392
"Sint-Onolfs II",129690,193247,3600,1,1800,"submersible pump","Zeeschelde","estuary",4.07911932436341,51.0490299880392
"Sint-Trudo",72112,207727,4200,1,2100,"Archimedes screw","Hoofdsloot","freshwater",3.2549957043639,51.174297157348
"Sint-Trudo",72112,207727,4200,1,2100,"Archimedes screw","Hoofdsloot","freshwater",3.2549957043639,51.174297157348
"Zele-Hoek",126680,198261,12600,1,4200,"axial flow-closed","Benedendurme","estuary",4.03587510370457,51.0939866839458
"Zele-Hoek",126680,198261,12600,1,4200,"axial flow-closed","Benedendurme","estuary",4.03587510370457,51.0939866839458
"Zele-Hoek",126680,198261,12600,1,4200,"axial flow-closed","Benedendurme","estuary",4.03587510370457,51.0939866839458
"Zele-Dijk",127584,192818,6120,1,3060,"axial flow-closed","Zeeschelde","estuary",4.04911280905424,51.0450962658746
"Zele-Dijk",127584,192818,6120,1,3060,"axial flow-closed","Zeeschelde","estuary",4.04911280905424,51.0450962658746
"Konkel",125628,188982,7200,1,2400,"axial flow","Zeeschelde","estuary",4.02147681319805,51.0105359510104
"Konkel",125628,188982,7200,1,2400,"axial flow","Zeeschelde","estuary",4.02147681319805,51.0105359510104
"Konkel",125628,188982,7200,1,2400,"axial flow","Zeeschelde","estuary",4.02147681319805,51.0105359510104
"Leeggoed",121588,190262,4800,1,2400,"centrifugal","Zeeschelde","estuary",3.96381241133986,51.0218581770898
"Leeggoed",121588,190262,4800,1,2400,"centrifugal","Zeeschelde","estuary",3.96381241133986,51.0218581770898
"Turfput",123197,190526,6480,1,3240,"axial flow","Broekse vaart","freshwater",3.98672496646023,51.0243077587606
"Turfput",123197,190526,6480,1,3240,"axial flow","Broekse vaart","freshwater",3.98672496646023,51.0243077587606
"Baasrode",135349,192788,14400,1,4800,"centrifugal","Zeeschelde","estuary",4.15983877770046,51.0450743778217
"Baasrode",135349,192788,14400,1,4800,"centrifugal","Zeeschelde","estuary",4.15983877770046,51.0450743778217
"Baasrode",135349,192788,14400,1,4800,"centrifugal","Zeeschelde","estuary",4.15983877770046,51.0450743778217
"Hoofdsloot",146595,198369,0,1,NA,"centrifugal","Grote Molenbeek","freshwater",4.32014998994852,51.0954156570137
"Ronselaerebeek",73445,219891,19440,1,6480,"axial flow","Afleidingskanaal Van De Leie","freshwater",3.27148557267375,51.2837977009145
"Ronselaerebeek",73445,219891,19440,1,6480,"axial flow","Afleidingskanaal Van De Leie","freshwater",3.27148557267375,51.2837977009145
"Ronselaerebeek",73445,219891,19440,1,6480,"axial flow","Afleidingskanaal Van De Leie","freshwater",3.27148557267375,51.2837977009145
"De Zegge",187654,209910,3672,1,1224,"axial flow-vertical","Kleine Nete","freshwater",4.90744906288571,51.1979323306565
"De Zegge",187654,209910,3672,1,1224,"axial flow-vertical","Kleine Nete","freshwater",4.90744906288571,51.1979323306565
"De Zegge",187654,209910,3672,1,1224,"axial flow-vertical","Kleine Nete","freshwater",4.90744906288571,51.1979323306565
"Sluiskensweg",171782,237813,1440,1,1440,"Archimedes screw","Blanken Aartloop","freshwater",4.68207040179737,51.4495404937554
"Kijkverdriet",196391,227378,900,1,450,"centrifugal","Kanaal Dessel-Schoten","freshwater",5.03468119635385,51.3542950656815
"Kijkverdriet",196391,227378,900,1,450,"centrifugal","Kanaal Dessel-Schoten","freshwater",5.03468119635385,51.3542950656815
"Wullebeek",146178,200613,7344,1,2448,"axial flow-vertical","Rupel","estuary",4.31417412617381,51.1155838928715
"Wullebeek",146178,200613,7344,1,2448,"axial flow-vertical","Rupel","estuary",4.31417412617381,51.1155838928715
"Wullebeek",146178,200613,7344,1,2448,"axial flow-vertical","Rupel","estuary",4.31417412617381,51.1155838928715
"Lisperloop",164460,203183,2160,1,720,"centrifugal","Kleine Nete","freshwater",4.57536180828513,51.1385151181433
"Lisperloop",164460,203183,2160,1,720,"centrifugal","Kleine Nete","freshwater",4.57536180828513,51.1385151181433
"Lisperloop",164460,203183,2160,1,720,"centrifugal","Kleine Nete","freshwater",4.57536180828513,51.1385151181433
"Goorbosbeek",157848,196266,10080,1,5040,"axial flow-vertical","Grote Nete","freshwater",4.48073942436974,51.0764680074945
"Goorbosbeek",157848,196266,10080,1,5040,"axial flow-vertical","Grote Nete","freshwater",4.48073942436974,51.0764680074945
"Wouwendonksebeek",159015,197493,5040,1,5040,"axial flow-vertical","Grote Nete","freshwater",4.49742192071053,51.087480213335
"Itterbeek",161077,199793,10080,1,5040,"axial flow-vertical","Grote Nete","freshwater",4.52692186240224,51.1081184386647
"Itterbeek",161077,199793,10080,1,5040,"axial flow-vertical","Grote Nete","freshwater",4.52692186240224,51.1081184386647
"Lachenebeek",162224,200544,10080,1,5040,"axial flow-vertical","Grote Nete","freshwater",4.54332484744349,51.1148457793377
"Lachenebeek",162224,200544,10080,1,5040,"axial flow-vertical","Grote Nete","freshwater",4.54332484744349,51.1148457793377
"Gestelbeek",169490,201771,10080,1,5040,"axial flow-vertical","Grote Nete","freshwater",4.64715429594912,51.12567506962
"Gestelbeek",169490,201771,10080,1,5040,"axial flow-vertical","Grote Nete","freshwater",4.64715429594912,51.12567506962
"Molenbeek",159997,198881,4572,1,2286,"axial flow-vertical","Grote Nete","freshwater",4.5114756956995,51.0999404494605
"Molenbeek",159997,198881,4572,1,2286,"axial flow-vertical","Grote Nete","freshwater",4.5114756956995,51.0999404494605
"Melle Heusdenbaan",109159,191057,4240,1,1400,"submersible pump","Zeeschelde","estuary",3.78658532576852,51.0282627061246
"Melle Heusdenbaan",109159,191057,4240,1,1440,"submersible pump","Zeeschelde","estuary",3.78658532576852,51.0282627061246
"Melle Heusdenbaan",109159,191057,4240,1,1400,"submersible pump","Zeeschelde","estuary",3.78658532576852,51.0282627061246
"Schoonaarde provinciebaan",125425,188547,3744,1,792,"centrifugal","Zeeschelde","estuary",4.01861346940964,51.0066171946984
"Schoonaarde provinciebaan",125425,188547,3744,1,792,"centrifugal","Zeeschelde","estuary",4.01861346940964,51.0066171946984
"Schoonaarde provinciebaan",125425,188547,3744,1,1080,"centrifugal","Zeeschelde","estuary",4.01861346940964,51.0066171946984
"Schoonaarde provinciebaan",125425,188547,3744,1,1080,"centrifugal","Zeeschelde","estuary",4.01861346940964,51.0066171946984
"Loeverbeek",131490,212679,6480,1,2160,"submersible pump","Waterloop van de hoge landen","freshwater",4.10380222135313,51.2237569028841
"Loeverbeek",131490,212679,6480,1,2160,"submersible pump","Waterloop van de hoge landen","freshwater",4.10380222135313,51.2237569028841
"Loeverbeek",131490,212679,6480,1,2160,"submersible pump","Waterloop van de hoge landen","freshwater",4.10380222135313,51.2237569028841
"Rode Weel",148151,221697,72000,1,14400,"axial flow-vertical","Havendok","freshwater",4.34224591311589,51.3051052160343
"Rode Weel",148151,221697,72000,1,14400,"axial flow-vertical","Havendok","freshwater",4.34224591311589,51.3051052160343
"Rode Weel",148151,221697,72000,1,14400,"axial flow-vertical","Havendok","freshwater",4.34224591311589,51.3051052160343
"Rode Weel",148151,221697,72000,1,14400,"axial flow-vertical","Havendok","freshwater",4.34224591311589,51.3051052160343
"Rode Weel",148151,221697,72000,1,14400,"axial flow-vertical","Havendok","freshwater",4.34224591311589,51.3051052160343
"Noordland",145355,227968,5410,1,620,"axial flow","Schelde Rijnverbindingskanaal","freshwater",4.30207368524695,51.3614532487403
"Noordland",145355,227968,5410,1,620,"axial flow","Schelde Rijnverbindingskanaal","freshwater",4.30207368524695,51.3614532487403
"Noordland",145355,227968,5410,1,1160,"axial flow","Schelde Rijnverbindingskanaal","freshwater",4.30207368524695,51.3614532487403
"Noordland",145355,227968,5410,1,1160,"axial flow","Schelde Rijnverbindingskanaal","freshwater",4.30207368524695,51.3614532487403
"Noordland",145355,227968,5410,1,1500,"centrifugal","Schelde Rijnverbindingskanaal","freshwater",4.30207368524695,51.3614532487403
"Noordland",145355,227968,5410,1,350,"centrifugal","Schelde Rijnverbindingskanaal","freshwater",4.30207368524695,51.3614532487403
"Roerdompstraat",189617,210233,270,1,270,"Archimedes screw","Vijzelloopje","freshwater",4.93556669447644,51.2007040084847
"Vrouwvliet",155613,193158,86400,1,14400,"axial flow-open","Dijle","estuary",4.44879982074701,51.0485566661754
"Vrouwvliet",155613,193158,86400,1,14400,"axial flow-open","Dijle","estuary",4.44879982074701,51.0485566661754
"Vrouwvliet",155613,193158,86400,1,14400,"axial flow-open","Dijle","estuary",4.44879982074701,51.0485566661754
"Vrouwvliet",155613,193158,86400,1,14400,"axial flow-open","Dijle","estuary",4.44879982074701,51.0485566661754
"Vrouwvliet",155613,193158,86400,1,14400,"axial flow-open","Dijle","estuary",4.44879982074701,51.0485566661754
"Vrouwvliet",155613,193158,86400,1,14400,"axial flow-open","Dijle","estuary",4.44879982074701,51.0485566661754
"Stenegoot",138516,214722,9720,1,2430,"axial flow-closed","Waterloop van de hoge landen","freshwater",4.20430878304933,51.242302028864
"Stenegoot",138516,214722,9720,1,2430,"axial flow-closed","Waterloop van de hoge landen","freshwater",4.20430878304933,51.242302028864
"Stenegoot",138516,214722,9720,1,2430,"axial flow-closed","Waterloop van de hoge landen","freshwater",4.20430878304933,51.242302028864
"Stenegoot",138516,214722,9720,1,2430,"axial flow-closed","Waterloop van de hoge landen","freshwater",4.20430878304933,51.242302028864
"Keetberg",142902,214882,5760,1,1920,"axial flow-closed","Waterloop van de hoge landen","freshwater",4.26711249162942,51.2438104237305
"Keetberg",142902,214882,5760,1,1920,"axial flow-closed","Waterloop van de hoge landen","freshwater",4.26711249162942,51.2438104237305
"Keetberg",142902,214882,5760,1,1920,"axial flow-closed","Waterloop van de hoge landen","freshwater",4.26711249162942,51.2438104237305
"Benedenvliet",147065,202189,6480,1,1620,"axial flow","Scheldebeek","freshwater",4.32682889558614,51.1297552179746
"Benedenvliet",147065,202189,6480,1,1620,"axial flow","Scheldebeek","freshwater",4.32682889558614,51.1297552179746
"Benedenvliet",147065,202189,6480,1,1620,"axial flow","Scheldebeek","freshwater",4.32682889558614,51.1297552179746
"Benedenvliet",147065,202189,6480,1,1620,"axial flow","Scheldebeek","freshwater",4.32682889558614,51.1297552179746
"Lobroekdok",155000,213313,7200,1,1800,"Archimedes screw","lobroekdok","lobroekdok",4.44033787788965,51.2297287153337
"Lobroekdok",155000,213313,7200,1,1800,"Archimedes screw","lobroekdok","lobroekdok",4.44033787788965,51.2297287153337
"Lobroekdok",155000,213313,7200,1,1800,"Archimedes screw","lobroekdok","lobroekdok",4.44033787788965,51.2297287153337
"Lobroekdok",155000,213313,7200,1,1800,"Archimedes screw","lobroekdok","lobroekdok",4.44033787788965,51.2297287153337
"Schijnpoort",155387,213063,18000,1,6000,"axial flow","lobroekdok","lobroekdok",4.44587441228539,51.2274781109524
"Schijnpoort",155387,213063,18000,1,6000,"axial flow","lobroekdok","lobroekdok",4.44587441228539,51.2274781109524
"Schijnpoort",155387,213063,18000,1,6000,"axial flow","lobroekdok","lobroekdok",4.44587441228539,51.2274781109524
"Veurne-Ambacht",37588,203062,99000,1,19800,"axial flow-vertical","zee","sea",2.76289100560581,51.126692063713
"Veurne-Ambacht",37588,203062,99000,1,19800,"axial flow-vertical","zee","sea",2.76289100560581,51.126692063713
"Veurne-Ambacht",37588,203062,99000,1,19800,"axial flow-vertical","zee","sea",2.76289100560581,51.126692063713
"Veurne-Ambacht",37588,203062,99000,1,19800,"axial flow-vertical","zee","sea",2.76289100560581,51.126692063713
"Veurne-Ambacht",37588,203062,99000,1,19800,"axial flow-vertical","zee","sea",2.76289100560581,51.126692063713
"Woumen",41983,188967,14400,1,7200,"axial flow-vertical","IJzer","freshwater",2.82982831597209,51.0008579863014
"Woumen",41983,188967,14400,1,7200,"axial flow-vertical","IJzer","freshwater",2.82982831597209,51.0008579863014
"Caemerlinckxcomplex",49583,213790,10800,1,5400,"axial flow","zee","sea",2.93123552841032,51.2253093929736
"Caemerlinckxcomplex",49583,213790,10800,1,5400,"axial flow","zee","sea",2.93123552841032,51.2253093929736
"Waarschoot Lieve",98104,202913,10800,1,3600,"axial flow","Klein Brakeleiken","freshwater",3.62732481051594,51.1339456098885
"Waarschoot Lieve",98104,202913,10800,1,3600,"axial flow","Klein Brakeleiken","freshwater",3.62732481051594,51.1339456098885
"Waarschoot Lieve",98104,202913,10800,1,3600,"axial flow","Klein Brakeleiken","freshwater",3.62732481051594,51.1339456098885
"Ertvelde Spiedam",107653,206376,29880,1,5976,"axial flow","Avrijevaart","freshwater",3.76334055015427,51.1658496108443
"Ertvelde Spiedam",107653,206376,29880,1,2988,"axial flow","Avrijevaart","freshwater",3.76334055015427,51.1658496108443
"Ertvelde Spiedam",107653,206376,29880,1,5976,"axial flow","Avrijevaart","freshwater",3.76334055015427,51.1658496108443
"Ertvelde Spiedam",107653,206376,29880,1,2988,"axial flow","Avrijevaart","freshwater",3.76334055015427,51.1658496108443
"Ertvelde Spiedam",107653,206376,29880,1,5976,"axial flow","Avrijevaart","freshwater",3.76334055015427,51.1658496108443
"Ertvelde Spiedam",107653,206376,29880,1,2988,"axial flow","Avrijevaart","freshwater",3.76334055015427,51.1658496108443
"Ertvelde Spiedam",107653,206376,29880,1,2988,"axial flow","Avrijevaart","freshwater",3.76334055015427,51.1658496108443
"Boekhoute",104189,218777,47520,1,4320,"Archimedes screw","Isabellavaart","freshwater",3.71225390373943,51.2770462622752
"Boekhoute",104189,218777,47520,1,4320,"Archimedes screw","Isabellavaart","freshwater",3.71225390373943,51.2770462622752
"Boekhoute",104189,218777,47520,1,12960,"Archimedes screw","Isabellavaart","freshwater",3.71225390373943,51.2770462622752
"Boekhoute",104189,218777,47520,1,12960,"Archimedes screw","Isabellavaart","freshwater",3.71225390373943,51.2770462622752
"Boekhoute",104189,218777,47520,1,12960,"Archimedes screw","Isabellavaart","freshwater",3.71225390373943,51.2770462622752
"Vinderhoute",100102,197680,18000,1,3600,"axial flow","Kanaal Van Gent Naar Oostende","freshwater",3.65658456021464,51.0870853064841
"Vinderhoute",100102,197680,18000,1,3600,"axial flow","Kanaal Van Gent Naar Oostende","freshwater",3.65658456021464,51.0870853064841
"Vinderhoute",100102,197680,18000,1,3600,"axial flow","Kanaal Van Gent Naar Oostende","freshwater",3.65658456021464,51.0870853064841
"Vinderhoute",100102,197680,18000,1,3600,"axial flow","Kanaal Van Gent Naar Oostende","freshwater",3.65658456021464,51.0870853064841
"Vinderhoute",100102,197680,18000,1,3600,"axial flow","Kanaal Van Gent Naar Oostende","freshwater",3.65658456021464,51.0870853064841
"Stekene",126829,209779,7128,1,2376,"axial flow","kanaal van stekene","freshwater",4.03726951777539,51.1975228134247
"Stekene",126829,209779,7128,1,2376,"axial flow","kanaal van stekene","freshwater",4.03726951777539,51.1975228134247
