"Name","X","Y","Total.capacity..m3.per.h.","Number.of.pumps","Individual.capacity..m3.per.h.","Pump.type","name.water.body","Discharge.into.freshwater.or.estuary.sea","Longitude","Latitude"
"Stekene",126829,209779,7128,1,2376,"axial flow","kanaal van stekene","freshwater",4.03726951777539,51.1975228134247
"Wichelen",118791,189805,29520,1,4680,"axial flow","Zeeschelde","estuary",3.92398799271124,51.0176066284723
"Wichelen",118791,189805,29520,1,10080,"axial flow","Zeeschelde","estuary",3.92398799271124,51.0176066284723
"Wichelen",118791,189805,29520,1,10080,"axial flow","Zeeschelde","estuary",3.92398799271124,51.0176066284723
"Wichelen",118791,189805,29520,1,4680,"axial flow","Zeeschelde","estuary",3.92398799271124,51.0176066284723
"Vondelbeek",131626,191604,17280,1,4320,"axial flow","Zeeschelde","estuary",4.10681034109636,51.0343256805481
"Vondelbeek",131626,191604,17280,1,4320,"axial flow","Zeeschelde","estuary",4.10681034109636,51.0343256805481
"Vondelbeek",131626,191604,17280,1,4320,"axial flow","Zeeschelde","estuary",4.10681034109636,51.0343256805481
"Vondelbeek",131626,191604,17280,1,4320,"axial flow","Zeeschelde","estuary",4.10681034109636,51.0343256805481
"Steenbeek",130496,188742,14400,1,3600,"axial flow","Steenbeek","freshwater",4.09085322955303,51.0085624026655
"Steenbeek",130496,188742,14400,1,3600,"axial flow","Steenbeek","freshwater",4.09085322955303,51.0085624026655
"Steenbeek",130496,188742,14400,1,3600,"axial flow","Steenbeek","freshwater",4.09085322955303,51.0085624026655
"Steenbeek",130496,188742,14400,1,3600,"axial flow","Steenbeek","freshwater",4.09085322955303,51.0085624026655
"Waarschoot Oostmoer",97424,205157,5310,1,1320,"centrifugal","Eeklo'S Leiken","freshwater",3.61728624077767,51.1540537341708
"Waarschoot Oostmoer",97424,205157,5310,1,1320,"centrifugal","Eeklo'S Leiken","freshwater",3.61728624077767,51.1540537341708
"Waarschoot Oostmoer",97424,205157,5310,1,1320,"centrifugal","Eeklo'S Leiken","freshwater",3.61728624077767,51.1540537341708
"Waarschoot Oostmoer",97424,205157,5310,1,240,"centrifugal","Eeklo'S Leiken","freshwater",3.61728624077767,51.1540537341708
"Waarschoot Oostmoer",97424,205157,5310,1,240,"centrifugal","Eeklo'S Leiken","freshwater",3.61728624077767,51.1540537341708
"Waarschoot Oostmoer",97424,205157,5310,1,240,"centrifugal","Eeklo'S Leiken","freshwater",3.61728624077767,51.1540537341708
"Waarschoot Oostmoer",97424,205157,5310,1,630,"submersible pump","Eeklo'S Leiken","freshwater",3.61728624077767,51.1540537341708
"Egenhoven",170630,171317,2720,1,1360,"submersible pump","VHAG 17171","freshwater",4.661717650092,50.8518828892221
"Egenhoven",170630,171317,2720,1,1360,"submersible pump","VHAG 17171","freshwater",4.661717650092,50.8518828892221
"Schulensbroek",205910,184450,14400,1,3600,"axial flow-vertical","Demer","freshwater",5.16470131609431,50.9676090508392
"Schulensbroek",205910,184450,14400,1,3600,"axial flow-vertical","Demer","freshwater",5.16470131609431,50.9676090508392
"Schulensbroek",205910,184450,14400,1,3600,"axial flow-vertical","Demer","freshwater",5.16470131609431,50.9676090508392
"Schulensbroek",205910,184450,14400,1,1800,"axial flow-vertical","Demer","freshwater",5.16470131609431,50.9676090508392
"Schulensbroek",205910,184450,14400,1,1800,"axial flow-vertical","Demer","freshwater",5.16470131609431,50.9676090508392
"Ketsbrugge",69883,210348,43200,1,14400,"axial flow","Buitenvestigingsgracht Brugge","freshwater",3.22254888635805,51.1975486098443
"Ketsbrugge",69883,210348,43200,1,14400,"axial flow","Buitenvestigingsgracht Brugge","freshwater",3.22254888635805,51.1975486098443
"Ketsbrugge",69883,210348,43200,1,14400,"axial flow","Buitenvestigingsgracht Brugge","freshwater",3.22254888635805,51.1975486098443
"Zwevegem",77806,168670,5400,1,2700,"axial flow","Kanaal Bossuit-Kortrijk","freshwater",3.34410775012517,50.8239832132234
"Zwevegem",77806,168670,5400,1,2700,"axial flow","Kanaal Bossuit-Kortrijk","freshwater",3.34410775012517,50.8239832132234
"Boezinge-Sas",43150,178875,864,1,864,"centrifugal","Kanaal Ieper-Ijzer","freshwater",2.84939034107884,50.9103738792012
"Kreek Van Nieuwendamme",37276,204049,7200,1,3600,"axial flow","Havengeul Nieuwpoort","sea",2.75812964747705,51.1355011124087
"Kreek Van Nieuwendamme",37276,204049,7200,1,3600,"axial flow","Havengeul Nieuwpoort","sea",2.75812964747705,51.1355011124087
"Nieuw Bedelf",37181,204120,7200,1,3600,"axial flow","Havengeul Nieuwpoort","sea",2.75675067993363,51.1361206370351
"Nieuw Bedelf",37181,204120,7200,1,3600,"axial flow","Havengeul Nieuwpoort","sea",2.75675067993363,51.1361206370351
"Moen",80403,163502,43200,1,10800,"axial flow-vertical","Kanaal Bossuit-Kortrijk","freshwater",3.38193644734297,50.7778450841749
"Moen",80403,163502,43200,1,10800,"axial flow-vertical","Kanaal Bossuit-Kortrijk","freshwater",3.38193644734297,50.7778450841749
"Moen",80403,163502,43200,1,10800,"axial flow-vertical","Kanaal Bossuit-Kortrijk","freshwater",3.38193644734297,50.7778450841749
"Moen",80403,163502,43200,1,10800,"axial flow-vertical","Kanaal Bossuit-Kortrijk","freshwater",3.38193644734297,50.7778450841749
"Oostkerke",75351,217628,7200,1,3600,"centrifugal","Schipdonkkanaal","freshwater",3.29926756255339,51.2637093627959
"Oostkerke",75351,217628,7200,1,3600,"centrifugal","Schipdonkkanaal","freshwater",3.29926756255339,51.2637093627959
"Veurne-Noodpomp",30775,196913,7200,1,3600,"centrifugal","Lokanaal","freshwater",2.66760808017395,51.0700705432111
"Veurne-Noodpomp",30775,196913,7200,1,3600,"centrifugal","Lokanaal","freshwater",2.66760808017395,51.0700705432111
"Boezinge-Dorp",44360,176980,864,1,864,"centrifugal","Kanaal Van Ieper Naar Komen","freshwater",2.86713594397195,50.8935636976164
"Bossuit",82500,160113,10980,1,2745,"axial flow-vertical","Kanaal Bossuit-Kortrijk","freshwater",3.41228494901607,50.7476280565178
"Bossuit",82500,160113,10980,1,2745,"axial flow-vertical","Kanaal Bossuit-Kortrijk","freshwater",3.41228494901607,50.7476280565178
"Bossuit",82500,160113,10980,1,2745,"axial flow-vertical","Kanaal Bossuit-Kortrijk","freshwater",3.41228494901607,50.7476280565178
"Bossuit",82500,160113,10980,1,2745,"axial flow-vertical","Kanaal Bossuit-Kortrijk","freshwater",3.41228494901607,50.7476280565178
"Ooigem",77958,176649,8300,1,2075,"axial flow-open","Kanaal Roeselare-Leie","freshwater",3.34470411755177,50.8957222895876
"Ooigem",77958,176649,8300,1,2075,"axial flow-open","Kanaal Roeselare- Leie","freshwater",3.34470411755177,50.8957222895876
"Ooigem",77958,176649,8300,1,2075,"axial flow-open","Kanaal Roeselare- Leie","freshwater",3.34470411755177,50.8957222895876
"Ooigem",77958,176649,8300,1,2075,"axial flow-open","Kanaal Roeselare- Leie","freshwater",3.34470411755177,50.8957222895876
"Van Hecke",129403,198992,360,1,360,"centrifugal","Benedendurme","estuary",4.07470284621174,51.1006605417462
"D'Honden",129008,199675,720,1,360,"centrifugal","Benedendurme","estuary",4.06902441800573,51.1067856664594
"D'Honden",129008,199675,720,1,360,"centrifugal","Benedendurme","estuary",4.06902441800573,51.1067856664594
"Klein Pontrave",129249,199451,360,1,360,"centrifugal","Benedendurme","estuary",4.07247820199863,51.1047808712251
"Groot Pontrave",129837,199315,720,1,360,"centrifugal","Benedendurme","estuary",4.08088095150476,51.1035791477711
"Groot Pontrave",129837,199315,720,1,360,"centrifugal","Benedendurme","estuary",4.08088095150476,51.1035791477711
"Kloosterbroek",130960,199545,360,1,360,"centrifugal","Benedendurme","estuary",4.09690232555968,51.1056845044355
"Rodebeek",130810,199305,1560,1,360,"centrifugal","Benedendurme","estuary",4.09477325212373,51.1035222691006
"Rodebeek",130810,199305,1560,1,1200,"centrifugal","Benedendurme","estuary",4.09477325212373,51.1035222691006
"Ziel- en Appeldonkbeek",148739,197158,35640,1,9000,"axial flow","Rupel","estuary",4.35075932761425,51.0845386547857
"Ziel- en Appeldonkbeek",148739,197158,35640,1,9000,"axial flow","Rupel","estuary",4.35075932761425,51.0845386547857
"Ziel- en Appeldonkbeek",148739,197158,35640,1,9000,"axial flow","Rupel","estuary",4.35075932761425,51.0845386547857
"Ziel- en Appeldonkbeek",148739,197158,35640,1,2880,"axial flow","Rupel","estuary",4.35075932761425,51.0845386547857
"Ziel- en Appeldonkbeek",148739,197158,35640,1,2880,"axial flow","Rupel","estuary",4.35075932761425,51.0845386547857
"Ziel- en Appeldonkbeek",148739,197158,35640,1,2880,"axial flow","Rupel","estuary",4.35075932761425,51.0845386547857
"Vliet",146521,198473,70560,1,14400,"axial flow-closed","Kanaal Brussel-Rupel","freshwater",4.31909267114206,51.0963500586296
"Vliet",146521,198473,70560,1,14400,"axial flow-closed","Kanaal Brussel-Rupel","freshwater",4.31909267114206,51.0963500586296
"Vliet",146521,198473,70560,1,14400,"axial flow-closed","Kanaal Brussel-Rupel","freshwater",4.31909267114206,51.0963500586296
"Vliet",146521,198473,70560,1,14400,"axial flow-closed","Kanaal Brussel-Rupel","freshwater",4.31909267114206,51.0963500586296
"Vliet",146521,198473,70560,1,4320,"axial flow-closed","Kanaal Brussel-Rupel","freshwater",4.31909267114206,51.0963500586296
"Vliet",146521,198473,70560,1,4320,"axial flow-closed","Kanaal Brussel-Rupel","freshwater",4.31909267114206,51.0963500586296
"Vliet",146521,198473,70560,1,4320,"axial flow-closed","Kanaal Brussel-Rupel","freshwater",4.31909267114206,51.0963500586296
"Tophat",149395,213994,648,1,324,"centrifugal","Zeeschelde","estuary",4.36009569130139,51.2358715975015
"Tophat",149395,213994,648,1,324,"centrifugal","Zeeschelde","estuary",4.36009569130139,51.2358715975015
"Meer",173652,237961,0,1,NA,"Archimedes screw","Nieuwe Meerloop","freshwater",4.70897762426438,51.4507965103133
"Meerseweg",175948,236504,0,1,NA,"submersible pump","Beekse Venloop","freshwater",4.74189781850801,51.4376025101293
"Speekloop",173652,237961,0,1,NA,"submersible pump","Heiakkersloop","freshwater",4.70897762426438,51.4507965103133
"Eeklo's Leiken",92644,207637,9000,1,3000,"axial flow-vertical","Afleidingskanaal Van De Leie","freshwater",3.5485796566968,51.1758898659527
"Eeklo's Leiken",92644,207637,9000,1,3000,"axial flow-vertical","Afleidingskanaal Van De Leie","freshwater",3.5485796566968,51.1758898659527
"Eeklo's Leiken",92644,207637,9000,1,3000,"axial flow-vertical","Afleidingskanaal Van De Leie","freshwater",3.5485796566968,51.1758898659527
"De Gavergracht",114800,161395,900,1,450,"centrifugal","Dender","freshwater",3.86982964818182,50.7619953941737
"De Gavergracht",114800,161395,900,1,450,"centrifugal","Dender","freshwater",3.86982964818182,50.7619953941737
"Kasteel Borgitter",250358,206510,0,1,NA,"axial flow","Slotgracht kasteel","freshwater",5.80342091089548,51.1598787433225
"Woutershof",243534,206232,0,1,NA,"unknown","Abeek","freshwater",5.70581897023727,51.1585257004503
"Winkelderven",244241,207357,0,1,NA,"unknown","Niet op VHA","freshwater",5.71621523220129,51.1685212692191
"Zandbergen",120282,165790,0,1,NA,"submersible pump","De Rijt","freshwater",3.94717605891589,50.8018092466227
"Zandbergen",120282,165790,0,1,NA,"submersible pump","De Rijt","freshwater",3.94717605891589,50.8018092466227
"Melden",92786,167921,10800,1,2700,"Archimedes screw","Bovenschelde","freshwater",3.55681480791394,50.8189146653608
"Melden",92786,167921,10800,1,2700,"Archimedes screw","Bovenschelde","freshwater",3.55681480791394,50.8189146653608
"Melden",92786,167921,10800,1,2700,"Archimedes screw","Bovenschelde","freshwater",3.55681480791394,50.8189146653608
"Melden",92786,167921,10800,1,2700,"Archimedes screw","Bovenschelde","freshwater",3.55681480791394,50.8189146653608
"Vrijgeweid",66112,197546,240,1,120,"submersible pump","Rivierbeek","freshwater",3.17155864719758,51.0819555058722
"Vrijgeweid",66112,197546,240,1,120,"submersible pump","Rivierbeek","freshwater",3.17155864719758,51.0819555058722
"Rijt",119845,165155,80,1,80,"Archimedes screw","Dender","freshwater",3.94102877798566,50.7960784950141
"Watermolen",138310,216039,86400,1,14400,"axial flow","Verrebroekdok","freshwater",4.20131654998014,51.2541354555861
"Watermolen",138310,216039,86400,1,14400,"axial flow","Verrebroekdok","freshwater",4.20131654998014,51.2541354555861
"Watermolen",138310,216039,86400,1,14400,"axial flow","Verrebroekdok","freshwater",4.20131654998014,51.2541354555861
"Watermolen",138310,216039,86400,1,14400,"axial flow","Verrebroekdok","freshwater",4.20131654998014,51.2541354555861
"Watermolen",138310,216039,86400,1,14400,"axial flow","Verrebroekdok","freshwater",4.20131654998014,51.2541354555861
"Watermolen",138310,216039,86400,1,14400,"axial flow","Verrebroekdok","freshwater",4.20131654998014,51.2541354555861
"Vlaemschen dijk",142594,223071,21600,1,5400,"axial flow","Zeeschelde","estuary",4.26253518206703,51.3174106308491
"Vlaemschen dijk",142594,223071,21600,1,5400,"axial flow","Zeeschelde","estuary",4.26253518206703,51.3174106308491
"Vlaemschen dijk",142594,223071,21600,1,5400,"axial flow","Zeeschelde","estuary",4.26253518206703,51.3174106308491
"Vlaemschen dijk",142594,223071,21600,1,5400,"axial flow","Zeeschelde","estuary",4.26253518206703,51.3174106308491
"Slijpe",42708,207195,2398,1,1199,"axial flow","Kanaal Plassendale-Duinkerken","freshwater",2.83479265085484,51.1648063839658
"Slijpe",42708,207195,2398,1,1199,"axial flow","Kanaal Plassendale-Duinkerken","freshwater",2.83479265085484,51.1648063839658
"Mannekensvere",41848,203907,68,1,68,"submersible pump","Reygaertsvliet","freshwater",2.8234784165349,51.1350979103868
"Coudeville",43080,203961,108,1,108,"submersible pump","Reigersvliet","freshwater",2.84106040455361,51.1358122301404
"Zande",47308,201788,0,1,NA,"submersible pump","Spermaliegeleed","freshwater",2.90206788720979,51.1170496334722
"Wilskerke",43884,207598,943,1,943,"Archimedes screw","Kanaal Plassendale-Duinkerken","freshwater",2.85148367332615,51.1686450903044
"Kromme Elleboog",47406,209049,659,1,659,"Archimedes screw","Provinciegeleed","freshwater",2.90141906120591,51.1823207519956
"Legeweg",45546,209584,659,1,659,"Archimedes screw","Ieperleed","freshwater",2.87466986866882,51.1867954307673
"Lammergeleed",49026,204893,252,1,252,"submersible pump","Grootgeleed","freshwater",2.92573751389274,51.1452565831505
"Nieuwland",54138,205183,839,1,839,"Archimedes screw","Vaartdijkgeleed","freshwater",2.99869967089308,51.1487327620671
"Bourgogne",54305,205674,0,1,NA,"Archimedes screw","Boergonjevaart","freshwater",3.00095670334177,51.1531730879136
"Zevekote",48250,204082,4680,1,4680,"axial flow","Nieuw dwarsgeleed","freshwater",2.91487731983374,51.1378321734281
"Doeve 1",54230,205519,10800,1,5400,"axial flow","Moerdijkvaart","freshwater",2.99992576290806,51.151767671594
"Doeve 1",54230,205519,10800,1,5400,"axial flow","Moerdijkvaart","freshwater",2.99992576290806,51.151767671594
"Doeve 2",54230,205519,4320,1,4320,"Archimedes screw","Moerdijkvaart","freshwater",2.99992576290806,51.151767671594
"Kalsijde 1",48131,208085,2398,1,1199,"axial flow","Kanaal Plassendale-Duinkerken","freshwater",2.91205594331832,51.1737857258636
"Kalsijde 1",48131,208085,2398,1,1199,"axial flow","Kanaal Plassendale-Duinkerken","freshwater",2.91205594331832,51.1737857258636
"Kalsijde 2",48131,208085,1584,1,1584,"submersible pump","Kanaal Plassendale-Duinkerken","freshwater",2.91205594331832,51.1737857258636
"Hondsnest",126189,208411,7200,1,3600,"Archimedes screw","Kanaal van Stekene","freshwater",4.02820328122808,51.185200706314
"Hondsnest",126189,208411,7200,1,3600,"Archimedes screw","Kanaal van Stekene","freshwater",4.02820328122808,51.185200706314
"Sinaai",124270,205227,7200,1,2400,"axial flow-closed","Moervaart",NA,4.00098257190403,51.1564993453072
"Sinaai",124270,205227,7200,1,2400,"axial flow-closed","Moervaart",NA,4.00098257190403,51.1564993453072
"Sinaai",124270,205227,7200,1,2400,"axial flow-closed","Moervaart",NA,4.00098257190403,51.1564993453072
"Leebrugse Meersen",123702,204795,1200,1,1200,"axial flow-closed","Moervaart","freshwater",3.99289514412156,51.1525907943208
"Daknamse Meersen",122774,201397,7200,1,2400,"axial flow-closed","Durme","freshwater",3.97988592096358,51.1220048153898
"Daknamse Meersen",122774,201397,7200,1,2400,"axial flow-closed","Durme","freshwater",3.97988592096358,51.1220048153898
"Daknamse Meersen",122774,201397,7200,1,2400,"axial flow-closed","Durme","freshwater",3.97988592096358,51.1220048153898
"Ijskelder",154149,214315,28800,1,7200,"Archimedes screw","lobroekdok",NA,4.42816658637369,51.238741846395
"Ijskelder",154149,214315,28800,1,7200,"Archimedes screw","lobroekdok",NA,4.42816658637369,51.238741846395
"Ijskelder",154149,214315,28800,1,7200,"Archimedes screw","lobroekdok",NA,4.42816658637369,51.238741846395
"Ijskelder",154149,214315,28800,1,7200,"Archimedes screw","lobroekdok",NA,4.42816658637369,51.238741846395
"Burchtse Weel",149076,210831,10800,1,3600,"axial flow-vertical","Burchtse Weel","estuary",4.35553592627541,51.2074409453039
"Burchtse Weel",149076,210831,10800,1,3600,"axial flow-vertical","Burchtse Weel","estuary",4.35553592627541,51.2074409453039
"Burchtse Weel",149076,210831,10800,1,3600,"axial flow-vertical","Burchtse Weel","estuary",4.35553592627541,51.2074409453039
"Damse vaart",75232,217982,720,1,720,"Archimedes screw","Kanaal Brugge naar Sluis","freshwater",3.29748977425378,51.2668754570931
"Damsloot",109646,192111,9600,1,2400,"centrifugal","Zeeschelde","estuary",3.79341073318592,51.0377709056015
"Damsloot",109646,192111,9600,1,2400,"centrifugal","Zeeschelde","estuary",3.79341073318592,51.0377709056015
"Damsloot",109646,192111,9600,1,2400,"centrifugal","Zeeschelde","estuary",3.79341073318592,51.0377709056015
"Damsloot",109646,192111,9600,1,2400,"centrifugal","Zeeschelde","estuary",3.79341073318592,51.0377709056015
"Esen",47523,192742,3600,1,3600,"Archimedes screw","Handzamevaart","freshwater",2.90767856232099,51.0357902096075
"Greven",244203,187794,5200,1,400,"centrifugal","Zuid-Willemsvaart","freshwater",5.7106150653147,50.9927074773666
"Greven",244203,187794,5200,1,400,"centrifugal","Zuid-Willemsvaart","freshwater",5.7106150653147,50.9927074773666
"Greven",244203,187794,5200,1,900,"centrifugal","Zuid-Willemsvaart","freshwater",5.7106150653147,50.9927074773666
"Greven",244203,187794,5200,1,900,"centrifugal","Zuid-Willemsvaart","freshwater",5.7106150653147,50.9927074773666
"Greven",244203,187794,5200,1,650,"centrifugal","Zuid-Willemsvaart","freshwater",5.7106150653147,50.9927074773666
"Greven",244203,187794,5200,1,650,"centrifugal","Zuid-Willemsvaart","freshwater",5.7106150653147,50.9927074773666
"Greven",244203,187794,5200,1,650,"centrifugal","Zuid-Willemsvaart","freshwater",5.7106150653147,50.9927074773666
"Greven",244203,187794,5200,1,650,"centrifugal","Zuid-Willemsvaart","freshwater",5.7106150653147,50.9927074773666
"Helderbeek",212383,193442,340,1,170,"axial flow","Helderbeek","freshwater",5.2583788935003,51.0477726318593
"Helderbeek",212383,193442,340,1,170,"axial flow","Helderbeek","freshwater",5.2583788935003,51.0477726318593
"Hellestraat",142904,161955,300,1,300,"submersible pump","Lotbeek","freshwater",4.26816087422442,50.7680472125716
"Kleuterweg",215151,193013,320,1,160,"axial flow","Halbeek","freshwater",5.29777180318414,51.0436117222334
"Kleuterweg",215151,193013,320,1,160,"axial flow","Halbeek","freshwater",5.29777180318414,51.0436117222334
"Kroploop",203258,209592,2000,1,2000,"Archimedes screw","Scheppelijke Nete","freshwater",5.13062534871908,51.1938444637155
"Laak",171031,206951,3600,1,1800,"axial flow","Nijlense beek","freshwater",4.66946627740056,51.1721816834142
"Laak",171031,206951,3600,1,1800,"axial flow","Nijlense beek","freshwater",4.66946627740056,51.1721816834142
"Laambeek",216349,188315,760,1,380,"axial flow","vijvers","freshwater",5.31399938287601,51.0012486155974
"Laambeek",216349,188315,760,1,380,"axial flow","vijvers","freshwater",5.31399938287601,51.0012486155974
"Leebeek",105769,189329,1800,1,1800,"Archimedes screw","Ringvaart Om Gent","freshwater",3.73847351906094,51.0124816570111
"Meerspoort 1",95664,169915,7200,1,2400,"axial flow","Bovenschelde","freshwater",3.59736045478267,50.837114428725
"Meerspoort 1",95664,169915,7200,1,2400,"axial flow","Bovenschelde","freshwater",3.59736045478267,50.837114428725
"Meerspoort 1",95664,169915,7200,1,2400,"axial flow","Bovenschelde","freshwater",3.59736045478267,50.837114428725
"Meerspoort 2",95664,169915,480,1,160,"centrifugal","Proceswater","freshwater",3.59736045478267,50.837114428725
"Meerspoort 2",95664,169915,480,1,160,"centrifugal","Proceswater","freshwater",3.59736045478267,50.837114428725
"Meerspoort 2",95664,169915,480,1,160,"centrifugal","Proceswater","freshwater",3.59736045478267,50.837114428725
"Meeswijk",246897,188799,5040,1,1260,"centrifugal","Rachelsbeek","freshwater",5.74924687804488,51.0012958688265
"Meeswijk",246897,188799,5040,1,1260,"centrifugal","Rachelsbeek","freshwater",5.74924687804488,51.0012958688265
"Meeswijk",246897,188799,5040,1,1260,"centrifugal","Rachelsbeek","freshwater",5.74924687804488,51.0012958688265
"Meeswijk",246897,188799,5040,1,1260,"centrifugal","Rachelsbeek","freshwater",5.74924687804488,51.0012958688265
"Nijlense beek",171016,206991,8400,1,2800,"axial flow","Kleine Nete","freshwater",4.66925412405519,51.1725417697134
"Nijlense beek",171016,206991,8400,1,2800,"axial flow","Kleine Nete","freshwater",4.66925412405519,51.1725417697134
"Nijlense beek",171016,206991,8400,1,2800,"axial flow","Kleine Nete","freshwater",4.66925412405519,51.1725417697134
"Rietgracht",109589,192326,2700,1,2700,"submersible pump","Zeeschelde","estuary",3.79257433470502,51.0396995107554
"Werken",51287,191402,3600,1,1800,"axial flow","Handzamevaart","freshwater",2.96169292631865,51.0244002935417
"Werken",51287,191402,3600,1,1800,"axial flow","Handzamevaart","freshwater",2.96169292631865,51.0244002935417
"Zilveren Speye",44969,200999,9120,1,4560,"Archimedes screw","Vladslovaart","freshwater",2.86889781541872,51.1095391518405
"Zilveren Speye",44969,200999,9120,1,4560,"Archimedes screw","Vladslovaart","freshwater",2.86889781541872,51.1095391518405
